ABSL ETF,ABSL Nifty50,Franklin India,HDFC Index,ICICI ETF,ICICI Nifty,IDBI Nifty,IDFC ETF,IDFC Nifty,LIC MF,Nippon,SBI Nifty,Tata Index,Taurus Nifty,UTI ETF,UTI Nifty,Nifty 50
0.009774815,0.009868,0.009750005,0.009706393,0.005977961,0.006897061,0.009830431,-0.002262244,-0.002300072,0.000761584,0.009817914,0.000845365,0.009807731,0.009643954,0.002103343,0.00081081,0.004227382
0.00218892,0.002206,0.002173314,0.002220214,0.001492088,0.00619391,0.002220772,0.000393241,0.000405511,0.003183488,0.002189734,0.003214412,0.002178312,0.002164686,0.003018263,0.00323567,0.008584519
0.000801096,0.000851,0.000876847,0.000842141,0.00411161,-0.000281185,0.000818844,0.003400891,0.003454721,0.001852201,0.000805321,0.001979092,0.000820059,0.000745876,-0.002937203,0.00190439,-0.00232453
0.003225405,0.003222,0.003129095,0.003196012,0.005514762,0.003816502,0.003248676,0.003058308,0.003107043,-0.002981896,0.003247057,-0.003150441,0.003233671,0.003034203,0.001440718,-0.003059509,0.009807801
0.00187044,0.002017,0.001864387,0.001966708,0.000944072,0.001791221,0.001913806,0.003808612,0.003859843,0.007326086,0.001848672,0.00747668,0.001900707,0.001871584,0.005611598,0.007488614,0.002190036
-0.003071696,-0.00316,-0.003041563,-0.003138786,0.001060974,-0.001553156,-0.003071157,0.004629695,0.004687672,-0.001033539,-0.003067824,-0.001013177,-0.003084069,-0.002872764,0.004981671,-0.001043754,0.000795147
0.007472104,0.007476,0.007251672,0.007510489,0.003748718,0.007079713,0.007499944,-0.003680665,-0.003705334,-0.00183597,0.007475896,-0.001923148,0.007506136,0.007081187,-0.004827902,-0.001866141,0.003230471
-0.001056644,-0.00095,-0.000967313,-0.000973105,-0.000550913,-7.21E-05,-0.001046138,-0.004516768,-0.004540177,-0.00119258,-0.001051792,-0.00121277,-0.001031508,-0.000948304,0.007241015,-0.001234405,0.001863151
-0.001879544,-0.00198,-0.001861332,-0.001951077,0.01088256,0.000876218,-0.001862534,-0.000300528,-0.000297691,0.003949455,-0.001895501,0.00407334,-0.001863386,-0.001795141,0.001845595,0.004048916,-0.003086182
-0.001268862,-0.00118,-0.001231198,-0.001204022,0.001795016,-0.003356103,-0.001237267,0.002916922,0.002912314,0.002196824,-0.001271695,0.002244568,-0.001240308,-0.001175229,-0.008410757,0.002234021,0.007493179
0.00404349,0.004084,0.00410433,0.004093822,-0.00359191,0.004017012,0.004065011,0.003667621,0.003603491,-0.008102858,0.004071693,-0.008310255,0.004100679,0.003894701,-0.000841425,-0.008274088,-0.001066937
0.002226975,0.002241,0.002218699,0.002239465,-0.00356551,0.003319716,0.002247775,-0.000498787,-0.000490068,9.68E-05,0.002231138,7.47E-05,0.002239172,0.002143577,-0.000147723,0.000106896,-0.001890822
-0.00828786,-0.00829,-0.008119419,-0.008289795,-0.006824273,-0.003226695,-0.008298254,-0.003829336,-0.003751214,-0.005536648,-0.008335209,-0.005625827,-0.008283258,-0.007925302,0.000746628,-0.005653455,-0.001294351
9.51E-05,0.0000613,5.85E-05,6.16E-05,-0.003218191,-0.002484045,0.000107979,-0.000312381,-0.000314212,-0.000358782,8.61E-05,-0.000373705,9.33E-05,9.46E-05,-0.00786717,-0.000367077,0.004051023
-0.00567304,-0.00559,-0.00566579,-0.005597936,0.017840423,-0.005535156,-0.005639874,-0.002423583,-0.002380613,0.003339171,-0.005707522,0.00354003,-0.005683382,-0.005403327,0.000428322,0.003441008,0.002226088
-0.000375176,-0.00038,-0.000363116,-0.00037517,0.007311187,0.000736329,-0.000365991,0.005111972,0.005079399,0.001400518,-0.000376787,0.001413779,-0.000350564,-0.000345701,0.005622454,0.001405113,-0.007633805
0.003418053,0.003499,0.003327124,0.003471,0.001057642,0.005374766,0.003431081,-0.003868505,-0.003871281,0.007151617,0.003440333,0.00738613,0.003437487,0.003281212,0.005340389,0.007327286,0.0000883
0.00139252,0.001377,0.00140265,0.00142142,0.007902141,-0.002411784,0.0014119,-0.001469129,-0.001473023,-0.000522792,0.001397747,-0.000580814,0.001453522,0.001295861,-0.002425224,-0.00053317,-0.005721377
0.007299864,0.007399,0.00727596,0.007304885,-0.008465425,0.00535998,0.007333924,-0.002435685,-0.002460404,-0.001300226,0.007324241,-0.001308193,0.007352,0.007209182,-0.004899608,-0.001329349,-0.000387462
-0.000563779,-0.00061,-0.000481276,-0.000593764,-0.004985154,0.002254299,-0.000528319,0.002668742,0.002690841,-0.011438017,-0.000556075,-0.011718107,-0.000519326,-0.000508317,0.005808205,-0.011724257,0.003438253
-0.001337827,-0.00126,-0.00129406,-0.001278521,-0.000356199,-0.000764864,-0.001325105,-0.001718461,-0.00172852,-0.004650668,-0.001321905,-0.004747511,-0.001338974,-0.001292088,0.005133136,-0.004771611,0.002330903
-0.011694189,-0.01173,-0.011692004,-0.011606263,0.015026925,-0.00864186,-0.011678204,0.001557134,0.001566987,-0.001577183,-0.011693065,-0.001640092,-0.01180015,-0.01143573,0.004820539,-0.001601972,0.007351187
-0.00476653,-0.00476,-0.004768235,-0.004735791,0.0002087,-0.00366898,-0.004751904,-0.000644275,-0.000656286,0.000571318,-0.004774595,0.000589639,-0.004812253,-0.00466169,0.014278965,0.000599702,-0.000587142
-0.001605707,-0.00167,-0.001643619,-0.00168105,-0.009930793,-0.00173486,-0.001599781,-0.000212666,-0.000204215,-0.005105864,-0.001612937,-0.00529208,-0.001636282,-0.001562725,-0.000289249,-0.005233868,-0.001355012
0.000566444,0.000732,0.00055082,0.000566939,-0.004980813,0.002792283,0.000605492,-0.003148263,-0.003158441,-0.000445993,0.00055263,-0.000413598,0.00061414,0.00058766,-0.010921559,-0.000450609,-0.01178698
